transcript_name	raw	est_count	tpm
ENST00000336023.9	0.0015321943100652013	5042.999999987581	1532.1943100652013
ENST00000518096.1	0.0015318882130415505	5041.992525100011	1531.8882130415504
ENST00000309311.7	0.001528244572601222	5029.999999987613	1528.244572601222
ENST00000287038.8	0.0015252039162496297	5019.992111379549	1525.2039162496296
ENST00000331825.11	0.0015154838823329812	4987.999999987716	1515.4838823329812
ENST00000530022.5	0.0015071065765491355	4960.42728757761	1507.1065765491355
ENST00000355968.10	0.0015022339433007547	4944.389707154485	1502.2339433007548
ENST00000341369.11	0.0014980596833431212	4930.650723248848	1498.0596833431212
ENST00000302182.8	0.0014911788421492888	4908.003411538799	1491.1788421492888
ENST00000414273.1	0.0014738891113727619	4851.0967178296305	1473.8891113727618
ENST00000525634.6	0.0014519265409081935	4778.81003583051	1451.9265409081936
ENST00000556230.2	0.001439919402137097	4739.290243579151	1439.919402137097
ENST00000343986.9	0.0014112648483585969	4644.977848763855	1411.264848358597
ENST00000334701.11	0.0014012453218363492	4611.999999988642	1401.2453218363491
ENST00000230050.4	0.0013817977918238482	4547.991216501758	1381.7977918238482
ENST00000396651.8	0.0013750537459195852	4525.794147062395	1375.0537459195853
ENST00000710358.1	0.0013517014604403374	4448.933415431988	1351.7014604403373
ENST00000342503.8	0.0013510203904555057	4446.691770288852	1351.0203904555058
ENST00000315491.12	0.0013473500681246413	4434.611425522583	1347.3500681246412
ENST00000584577.5	0.0013324605167291063	4385.604581420478	1332.4605167291063
ENST00000222247.10	0.0013190943881940963	4341.611867337744	1319.0943881940962
ENST00000449470.6	0.0013113229277696274	4316.033208897985	1311.3229277696273
ENST00000568588.5	0.0013064500757970984	4299.994908575386	1306.4500757970984
ENST00000009589.8	0.0013049280891975074	4294.98550580493	1304.9280891975075
ENST00000401830.3	0.001294418460668151	4260.394555867804	1294.418460668151
ENST00000245458.11	0.0012846256944272544	4228.163056358699	1284.6256944272543
ENST00000409733.5	0.0012827443312615479	4221.970816652346	1282.7443312615478
ENST00000679480.1	0.0012626567711089517	4155.855464843617	1262.6567711089517
ENST00000380384.5	0.0012280762231611552	4042.0385017112535	1228.0762231611552
ENST00000649266.1	0.0012204688763696042	4016.999999990108	1220.4688763696042
ENST00000615544.5	0.0012109484557078494	3985.664887281676	1210.9484557078495
ENST00000527673.2	0.0011864395153259309	3904.9971902841253	1186.4395153259309
ENST00000529639.6	0.0011794497155615568	3881.9912569112544	1179.4497155615568
ENST00000361575.4	0.0011715528970080145	3855.9999999905044	1171.5528970080145
ENST00000322611.4	0.001164369977974107	3832.358441964901	1164.369977974107
ENST00000591758.1	0.0011515505405967795	3790.1650841975347	1151.5505405967795
ENST00000326669.6	0.00114142449576371	3756.8366455278533	1141.4244957637102
ENST00000512493.5	0.001135441611647361	3737.144832028435	1135.441611647361
ENST00000527344.5	0.001131034758090369	3722.6402993188008	1131.034758090369
ENST00000448864.6	0.0011290172627805449	3715.9999999908487	1129.0172627805448
ENST00000323345.11	0.0011171675797131543	3676.998450829528	1117.1675797131543
ENST00000253788.12	0.0011112449301117423	3657.504890682724	1111.2449301117424
ENST00000435983.5	0.0011100677197697626	3653.6302700059664	1110.0677197697626
ENST00000327141.9	0.00109943511811506	3618.6345714889476	1099.43511811506
ENST00000333628.4	0.0010797974574601875	3553.999999991248	1079.7974574601876
ENST00000394665.5	0.0010793024643660225	3552.370800510823	1079.3024643660226
ENST00000594493.1	0.0010753071256689578	3539.2207105275297	1075.3071256689577
ENST00000512690.5	0.0010710155802108156	3525.0956980515098	1071.0155802108156
ENST00000648437.1	0.0010588970591550654	3485.209306826498	1058.8970591550653
ENST00000339995.11	0.0010568235976108394	3478.384802585217	1056.8235976108394
ENST00000549920.6	0.001055006223292232	3472.403173082674	1055.0062232922319
ENST00000559463.5	0.0010539443349234124	3468.908118304853	1053.9443349234123
ENST00000464216.1	0.0010481586755223217	3449.8654419497975	1048.1586755223216
ENST00000278572.10	0.001015186194412292	3341.3412024684526	1015.186194412292
ENST00000599539.5	0.0010034750644440204	3302.795681158342	1003.4750644440204
ENST00000339647.6	0.0009764907622962648	3213.9806824099096	976.4907622962648
ENST00000361567.2	0.0009752813276441199	3209.999999992095	975.2813276441199
ENST00000354359.12	0.0009735734517996273	3204.3787691683174	973.5734517996273
ENST00000393658.7	0.0009730947945205791	3202.803336703664	973.0947945205791
ENST00000280187.11	0.0009594676602858468	3157.9515594231043	959.4676602858468
ENST00000620041.5	0.0009564374131803484	3147.9779313704453	956.4374131803485
ENST00000394936.8	0.0009527982066953147	3135.9999999922775	952.7982066953147
ENST00000371085.8	0.0009487958275463111	3122.8267373611716	948.7958275463111
ENST00000642480.2	0.0009252203335553706	3045.2313466101377	925.2203335553706
ENST00000361436.10	0.000923891206710695	3040.8567143368996	923.8912067106951
ENST00000348462.6	0.0009217879036999227	3033.93399114597	921.7879036999227
ENST00000563390.5	0.0009216636384822249	3033.524989827579	921.6636384822249
ENST00000678508.1	0.0009206144703442955	3030.0718018834596	920.6144703442955
ENST00000676710.1	0.0009206144703442955	3030.0718018834596	920.6144703442955
ENST00000356303.7	0.0009206144703442955	3030.0718018834596	920.6144703442955
ENST00000331523.7	0.0009206144703442955	3030.0718018834596	920.6144703442955
ENST00000322203.7	0.0009190675300443118	3024.980267551586	919.0675300443118
ENST00000343262.9	0.0009065243454760008	2983.6961566771993	906.5243454760008
ENST00000370321.8	0.0009001144797631182	2962.598993884177	900.1144797631182
ENST00000330398.9	0.0008908328646727145	2932.0498758034564	890.8328646727145
ENST00000215754.8	0.0008824686173885128	2904.5201435906206	882.4686173885128
ENST00000455918.2	0.0008801224243781327	2896.797982456362	880.1224243781327
ENST00000216146.9	0.0008756234997485794	2881.990410885485	875.6234997485794
ENST00000677236.1	0.0008755482617739368	2881.742775775741	875.5482617739368
ENST00000678702.1	0.0008747981162126631	2879.273778181478	874.7981162126631
ENST00000401609.5	0.0008710716201707916	2867.0085456220963	871.0716201707917
ENST00000257435.12	0.0008698978420440466	2863.145221594409	869.8978420440466
ENST00000259818.8	0.0008671192863228405	2853.999999992972	867.1192863228405
ENST00000552361.1	0.0008662078084465376	2850.999999992979	866.2078084465376
ENST00000304414.12	0.0008652963305702347	2847.9999999929864	865.2963305702347
ENST00000372645.3	0.0008628700222674924	2840.014150750289	862.8700222674923
ENST00000395422.4	0.0008573968556422761	2821.9999999930506	857.396855642276
ENST00000447165.6	0.0008564272076740635	2818.80854139569	856.4272076740635
ENST00000646664.1	0.0008525429947809065	2806.0242062160946	852.5429947809065
ENST00000408990.8	0.0008479725282286073	2790.9811645654527	847.9725282286073
ENST00000301522.3	0.0008479135621895687	2790.7870862211344	847.9135621895687
ENST00000675515.1	0.0008447738752686925	2780.4532525566133	844.7738752686926
ENST00000202773.14	0.0008406481680685822	2766.8740731578728	840.6481680685822
ENST00000255224.8	0.0008370405164048443	2754.9999999932156	837.0405164048443
ENST00000506397.5	0.0008351049018287964	2748.6291994734233	835.1049018287963
ENST00000225430.9	0.0008176586932862066	2691.2074814171024	817.6586932862066
ENST00000678703.1	0.000812714574161829	2674.934615384129	812.714574161829
ENST00000389385.9	0.0008047599083425826	2648.752962402626	804.7599083425827
ENST00000261313.3	0.0008030120090228688	2642.999999993491	803.0120090228688
ENST00000676397.1	0.0008017211105625609	2638.751191018969	801.7211105625609
ENST00000339526.8	0.0007932895783423044	2610.9999999935703	793.2895783423044
ENST00000251296.4	0.0007890360149195574	2596.9999999936044	789.0360149195574
ENST00000375078.4	0.0007890360149195574	2596.9999999936044	789.0360149195574
ENST00000309083.8	0.0007817644220258954	2573.0665845503067	781.7644220258953
ENST00000647841.1	0.0007810633978443186	2570.759263002081	781.0633978443186
ENST00000339697.5	0.0007753638467750137	2551.9999999937154	775.3638467750137
ENST00000300086.5	0.0007586534190427935	2496.999999993851	758.6534190427935
ENST00000678077.1	0.0007541488543990654	2482.173865117199	754.1488543990655
ENST00000477670.1	0.0007450543633115738	2452.240639120455	745.0543633115739
ENST00000512805.6	0.0007382619187403489	2429.8842723413973	738.261918740349
ENST00000428762.6	0.0007376747452019026	2427.9516740182435	737.6747452019026
ENST00000684430.2	0.0007291150125962165	2399.778529628658	729.1150125962165
ENST00000377694.2	0.000727966997207262	2395.9999999940997	727.966997207262
ENST00000343529.9	0.0007270176780545481	2392.875450806261	727.0176780545481
ENST00000449599.4	0.0007269131541099338	2392.5314250849638	726.9131541099339
ENST00000262030.8	0.0007255363895371209	2387.999999994119	725.536389537121
ENST00000237654.9	0.0007164216107740917	2357.999999994193	716.4216107740917
ENST00000558720.5	0.0007164216107740917	2357.999999994193	716.4216107740917
ENST00000389680.2	0.0007115603954338096	2341.9999999942324	711.5603954338096
ENST00000356978.9	0.0007100412656399714	2336.999999994245	710.0412656399714
ENST00000379535.8	0.0007078967973052444	2329.9417869849945	707.8967973052444
ENST00000312037.6	0.0007048333706344104	2319.858953104532	704.8333706344104
ENST00000394580.2	0.0006974004029216065	2295.394395359253	697.4004029216065
ENST00000391752.5	0.0006946803233265481	2286.4416396234205	694.6803233265481
ENST00000471855.1	0.0006945298895712662	2285.9465082795036	694.5298895712662
ENST00000254810.8	0.0006912040561963778	2274.9999999943975	691.2040561963778
ENST00000618441.5	0.0006805282604201923	2239.8621341600833	680.5282604201923
ENST00000382581.5	0.0006690252087697875	2202.0014730861103	669.0252087697876
ENST00000229379.3	0.0006659865016186637	2191.9999999946017	665.9865016186637
ENST00000311083.10	0.0006596045547335676	2170.9947280587658	659.6045547335676
ENST00000225603.9	0.0006535474125909206	2151.058504810427	653.5474125909207
ENST00000316333.9	0.0006529219853916553	2148.9999999947077	652.9219853916553
ENST00000496634.2	0.0006526045552854802	2147.9552238753076	652.6045552854803
ENST00000329251.5	0.0006526045552854802	2147.9552238753076	652.6045552854803
ENST00000416518.1	0.0006428894318412607	2115.979274606188	642.8894318412607
ENST00000690968.2	0.000636218226866027	2094.0219507413126	636.218226866027
ENST00000536769.1	0.0006342558398905767	2087.5630326705686	634.2558398905767
ENST00000310227.3	0.0006322618201954559	2080.9999999948755	632.2618201954559
ENST00000515763.1	0.0006322032081010496	2080.8070866090547	632.2032081010497
ENST00000282050.6	0.0006300714414929417	2073.7906795293256	630.0714414929416
ENST00000372728.4	0.0006295273865665472	2071.9999999948977	629.5273865665472
ENST00000506894.5	0.0006274750737696966	2065.245103852481	627.4750737696966
ENST00000395566.9	0.0006161263155496388	2027.892277694828	616.1263155496388
ENST00000497965.5	0.0006085607347275603	2002.9912427314334	608.5607347275603
ENST00000326427.11	0.0006031233378158713	1985.0948229069706	603.1233378158713
ENST00000348956.7	0.000599678798956402	1973.7576123755452	599.678798956402
ENST00000342480.7	0.0005991447906897833	1971.9999999951438	599.1447906897833
ENST00000338492.9	0.0005973218349371775	1965.9999999951588	597.3218349371775
ENST00000655450.1	0.0005963600643110402	1962.8344685506568	596.3600643110402
ENST00000293443.12	0.0005954988791845716	1959.999999995173	595.4988791845716
ENST00000343218.10	0.0005927814905683418	1951.0561012340363	592.7814905683418
ENST00000525085.1	0.0005906076168794044	1943.9011046769626	590.6076168794044
ENST00000571732.5	0.0005888147080916836	1937.9999999952277	588.8147080916837
ENST00000291295.14	0.000588510882132916	1936.99999999523	588.510882132916
ENST00000611050.4	0.0005863841004215425	1929.9999999952474	586.3841004215425
ENST00000579408.5	0.0005768243365557665	1898.5353947175147	576.8243365557665
ENST00000447750.7	0.0005705851505656253	1877.9999999953752	570.5851505656252
ENST00000314744.6	0.0005702813246068576	1876.9999999953777	570.2813246068577
ENST00000592199.6	0.0005663034272190651	1863.9073156048878	566.3034272190652
ENST00000382152.7	0.0005615931453829219	1848.404091801243	561.593145382922
ENST00000409753.8	0.0005604969048644132	1844.7959718007253	560.4969048644132
ENST00000295743.8	0.0005594859553122677	1841.4685749046748	559.4859553122677
ENST00000360535.9	0.000559039764132455	1839.999999995469	559.039764132455
ENST00000644185.1	0.000554470680433867	1824.9615098114516	554.470680433867
ENST00000218230.6	0.0005541785487921727	1823.999999995508	554.1785487921727
ENST00000619133.4	0.0005537320837309828	1822.53052364464	553.7320837309828
ENST00000450755.1	0.0005533336554945485	1821.2191536812263	553.3336554945486
ENST00000565308.3	0.0005443983980042764	1791.8100224585592	544.3983980042764
ENST00000557016.6	0.0005417216844826996	1782.9999999956092	541.7216844826996
ENST00000643777.4	0.0005394249325504754	1775.4405671494676	539.4249325504753
ENST00000521466.5	0.0005390294379504746	1774.1388528337982	539.0294379504746
ENST00000322209.5	0.0005359166224007141	1763.8934624715696	535.9166224007141
ENST00000359462.9	0.0005319522583849199	1750.8453212532734	531.9522583849199
ENST00000397267.6	0.0005315788084101025	1749.6161636910583	531.5788084101025
ENST00000295955.14	0.0005292755581568004	1742.03534254385	529.2755581568003
ENST00000320936.9	0.0005288351043310485	1740.5856513208312	528.8351043310486
ENST00000313401.4	0.0005268342125030853	1733.99999999573	526.8342125030854
ENST00000314133.4	0.0005250112567504795	1727.9999999957447	525.0112567504796
ENST00000316851.12	0.0005244036048329441	1725.9999999957495	524.4036048329441
ENST00000578804.5	0.0005131620443585415	1688.9999999958404	513.1620443585415
ENST00000406934.5	0.0005128542795835731	1687.98703594163	512.8542795835731
ENST00000614239.1	0.0005110352626471681	1681.999999995858	511.03526264716805
ENST00000264637.8	0.0005088014223065371	1674.6476317199993	508.8014223065371
ENST00000619232.2	0.0005078587693965481	1671.545023523484	507.85876939654815
ENST00000376960.8	0.0005064778732656536	1666.999999995895	506.47787326565356
ENST00000602676.6	0.0005049587434718154	1661.9999999959073	504.95874347181535
ENST00000302584.5	0.0005022243098429065	1652.999999995929	502.22430984290656
ENST00000550697.6	0.0005022082533331227	1652.947152274	502.2082533331227
ENST00000335895.12	0.0004985599675052199	1640.9393375280456	498.5599675052199
ENST00000601048.6	0.0004955401387500186	1630.9999999959837	495.54013875001857
ENST00000263645.10	0.0004931436068415622	1623.1121555268303	493.1436068415622
ENST00000372360.9	0.000491159129399067	1616.5805298206544	491.159129399067
ENST00000261254.8	0.0004883559090856641	1607.354128216373	488.35590908566405
ENST00000579374.5	0.00048816835313782576	1606.7368144470079	488.16835313782576
ENST00000358435.9	0.0004843340036607407	1594.1165976208083	484.33400366074073
ENST00000675880.1	0.0004838871589707788	1592.6458717757446	483.88715897077884
ENST00000496182.5	0.0004823986075560901	1587.7465161685977	482.3986075560901
ENST00000472628.1	0.0004823986075560901	1587.7465161685977	482.3986075560901
ENST00000613252.5	0.0004810947263921185	1583.4549764685103	481.0947263921185
ENST00000445822.1	0.000479948886434234	1579.6836069564076	479.948886434234
ENST00000586895.6	0.00047924761654670917	1577.3754767019436	479.2476165467092
ENST00000327892.13	0.00047840404178965245	1574.5989701767069	478.40404178965247
ENST00000302517.8	0.00047821655912972364	1573.981897624089	478.21655912972363
ENST00000371625.8	0.0004779182331414955	1572.9999999961265	477.9182331414955
ENST00000394938.8	0.00047785052538842085	1572.7771495413822	477.85052538842086
ENST00000370179.8	0.00047761440718272787	1571.9999999961287	477.61440718272786
ENST00000316448.10	0.00047595606402824184	1566.541798987866	475.9560640282418
ENST00000439590.6	0.000475521959990999	1565.1130071920545	475.521959990999
ENST00000374550.8	0.0004750318865332029	1563.4999999961497	475.0318865332029
ENST00000458455.2	0.0004750318865332029	1563.4999999961497	475.0318865332029
ENST00000462990.5	0.000474375719626403	1561.3403197981186	474.375719626403
ENST00000304786.12	0.00047324457619426363	1557.6173218135991	473.24457619426363
ENST00000308961.5	0.0004729419594499626	1556.62130177131	472.9419594499626
ENST00000591776.5	0.00047275319184244565	1555.9999999961683	472.75319184244563
ENST00000658935.1	0.0004709302360898398	1549.9999999961829	470.9302360898398
ENST00000601521.5	0.00046895889816400075	1543.5116211432692	468.95889816400074
ENST00000295108.4	0.000464853716914487	1529.9999999962322	464.853716914487
ENST00000244766.7	0.0004643941928119585	1528.487541665182	464.3941928119585
ENST00000319248.13	0.00046124265433615975	1518.114700290554	461.2426543361597
ENST00000382361.8	0.00045968867561543717	1512.999999996274	459.68867561543715
ENST00000373615.9	0.00045877719773913426	1509.9999999962815	458.77719773913424
ENST00000580243.3	0.00045500340103846117	1497.5790840351474	455.00340103846116
ENST00000398514.7	0.0004548104152624903	1496.9438987575195	454.81041526249027
ENST00000348035.9	0.00045391598239885204	1493.9999999963209	453.91598239885207
ENST00000300900.9	0.00045330833048131677	1491.9999999963259	453.3083304813168
ENST00000296755.12	0.00045300450452254913	1490.9999999963284	453.00450452254915
ENST00000648839.1	0.0004528904530533548	1490.6246157807839	452.8904530533548
ENST00000565493.2	0.0004490547670585698	1477.9999999963602	449.05476705856984
ENST00000037243.7	0.00044864110961815397	1476.638505270588	448.64110961815396
ENST00000360830.9	0.0004475378564653878	1473.007304180206	447.5378564653878
ENST00000600467.6	0.0004467723875434661	1470.4878719202875	446.7723875434661
ENST00000376925.8	0.0004464722464090449	1469.4999999963813	446.47224640904494
ENST00000398409.1	0.0004464722464090449	1469.4999999963813	446.47224640904494
ENST00000435275.5	0.0004463846989644503	1469.2118500142353	446.3846989644503
ENST00000507754.9	0.00044601650747089347	1467.999999996385	446.0165074708935
ENST00000239938.5	0.00044540885555335814	1465.9999999963898	445.40885555335814
ENST00000409248.10	0.0004438657989007497	1460.9212481383738	443.86579890074967
ENST00000272233.6	0.00044206677000691415	1454.999999996417	442.06677000691417
ENST00000689346.1	0.0004418365876990669	1454.2423876160256	441.8365876990669
ENST00000196551.8	0.00044165783319785053	1453.654042558411	441.65783319785055
ENST00000606017.2	0.0004416017571917849	1453.4694763472387	441.6017571917849
ENST00000593863.5	0.00044001429155227355	1448.2445586149079	440.01429155227356
ENST00000379056.5	0.00043720555466663193	1438.9999999964564	437.20555466663194
ENST00000648006.3	0.0004369017287078643	1437.9999999964589	436.9017287078643
ENST00000307630.5	0.0004341672950789555	1428.999999996481	434.16729507895553
ENST00000300026.4	0.0004338634691201879	1427.9999999964834	433.8634691201879
ENST00000397890.7	0.00043289856674034213	1424.824160829359	432.8985667403421
ENST00000402714.6	0.0004317748682179925	1421.1256667082355	431.7748682179925
ENST00000313708.11	0.00043112903549127917	1418.9999999965057	431.1290354912792
ENST00000380749.10	0.00042869842782113803	1410.9999999965253	428.698427821138
ENST00000303577.7	0.00042809077590360276	1408.9999999965303	428.0907759036028
ENST00000415485.7	0.00042755818041897444	1407.2470375874348	427.5581804189744
ENST00000261367.11	0.00042747731839449865	1406.9808917162802	427.47731839449864
ENST00000398606.10	0.0004270980820705275	1405.7326892074873	427.0980820705275
ENST00000238647.5	0.0004268754720685322	1404.99999999654	426.87547206853225
ENST00000526184.1	0.0004259507632966372	1401.9564523824931	425.9507632966372
ENST00000599732.5	0.00042282447513256695	1391.6667188233753	422.82447513256693
ENST00000221975.6	0.00042209555127524647	1389.2675694541927	422.09555127524646
ENST00000361311.4	0.0004204951269344118	1383.999999996592	420.4951269344118
ENST00000517625.5	0.00041839896875410124	1377.1007930005612	418.39896875410125
ENST00000394920.6	0.00041625526734924645	1370.045104232081	416.2552673492464
ENST00000395153.8	0.0004162415635116649	1369.9999999966262	416.2415635116649
ENST00000334828.6	0.00041528153357614034	1366.840197788098	415.28153357614036
ENST00000360105.8	0.0004144467676828728	1364.0926843871648	414.4467676828728
ENST00000427198.2	0.0004130731541663741	1359.5716305507287	413.0731541663741
ENST00000424576.6	0.00041228935928190797	1356.991880987382	412.289359281908
ENST00000661429.1	0.00041167461190599696	1354.9685272936983	411.674611905997
ENST00000551150.5	0.0004115290586305577	1354.489459356155	411.5290586305577
ENST00000356769.7	0.0004103601453299111	1350.6421472127656	410.3601453299111
ENST00000327300.12	0.0004101650443363121	1349.9999999966756	410.1650443363121
ENST00000311672.10	0.0004081702467217171	1343.4344069094973	408.1702467217171
ENST00000265462.9	0.0004041088266861444	1330.0668195840549	404.1088266861444
ENST00000396953.6	0.0004038314407403305	1329.1538431322128	403.8314407403305
ENST00000245185.6	0.0004036690436955218	1328.6193363196053	403.6690436955218
ENST00000311549.11	0.00040342651231286956	1327.8210787130618	403.42651231286953
ENST00000224073.6	0.0004031007561848757	1326.7488986751403	403.1007561848757
ENST00000319826.8	0.0004018323277539137	1322.574046611466	401.8323277539137
ENST00000333762.6	0.00040120217855266676	1320.499999996748	401.20217855266674
ENST00000704995.1	0.00040120217855266676	1320.499999996748	401.20217855266674
ENST00000592643.5	0.00040094703233043826	1319.6602224370465	400.9470323304383
ENST00000272274.8	0.0004004843933101431	1318.1375117964858	400.4843933101431
ENST00000373467.4	0.0004004426136557477	1317.9999999967545	400.44261365574766
ENST00000507622.2	0.0003983158319443742	1310.9999999967715	398.31583194437417
ENST00000282470.11	0.0003981047381008773	1310.3052145862273	398.1047381008773
ENST00000592623.5	0.00039780301104427196	1309.3121228246528	397.80301104427195
ENST00000320963.9	0.000396661253324662	1305.5541894201529	396.661253324662
ENST00000357156.7	0.00039533692246190155	1301.1953424403594	395.33692246190157
ENST00000368984.8	0.0003947004468008459	1299.1004731815385	394.7004468008459
ENST00000341901.5	0.00039436609448039486	1297.9999999968034	394.36609448039485
ENST00000253024.10	0.0003934974759713312	1295.141065518049	393.49747597133126
ENST00000370185.9	0.0003933483305253137	1294.6501744611353	393.34833052531366
ENST00000216492.10	0.00039245408352996076	1291.7068874590045	392.45408352996077
ENST00000579649.5	0.0003910455017403857	1287.0707405172325	391.0455017403857
ENST00000360472.9	0.0003869512447395618	1273.5950749835147	386.9512447395618
ENST00000242784.5	0.00038570606830453015	1269.4967535626618	385.70606830453016
ENST00000265192.9	0.0003855412206493831	1268.9541809141122	385.5412206493831
ENST00000582193.5	0.00038449787783069277	1265.5201661810734	384.49787783069274
ENST00000396425.8	0.0003840791217212204	1264.1418899101125	384.0791217212204
ENST00000361209.6	0.00038301787549567404	1260.6489486556907	383.01787549567405
ENST00000256509.7	0.0003822366241169731	1258.0775706803925	382.2366241169731
ENST00000228306.8	0.0003814601546005855	1255.521931525874	381.4601546005855
ENST00000378667.1	0.00038089114089215966	1253.6491037045369	380.8911408921597
ENST00000392541.3	0.0003800862744183159	1250.9999999969193	380.0862744183159
ENST00000261497.9	0.0003791514212116911	1247.9230634164692	379.1514212116911
ENST00000319622.10	0.00037808870814888654	1244.425294275503	378.08870814888655
ENST00000290299.7	0.00037765566674817475	1242.9999999969389	377.6556667481748
ENST00000337620.8	0.0003774443313569973	1242.3044195665038	377.4443313569973
ENST00000513465.1	0.00037729210235204583	1241.8033794132248	377.29210235204584
ENST00000323963.10	0.0003764403629131042	1238.9999999969489	376.4403629131042
ENST00000440191.6	0.0003764403629131042	1238.9999999969489	376.4403629131042
ENST00000326092.8	0.0003738218219893567	1230.381444379245	373.8218219893567
ENST00000302536.3	0.00037279445140789253	1226.9999999969784	372.79445140789255
ENST00000316836.5	0.00037188297353158963	1223.9999999969857	371.88297353158964
ENST00000346495.6	0.0003707642978164872	1220.3180377326778	370.7642978164872
ENST00000358704.4	0.0003706040581811396	1219.7906317269594	370.60405818113964
ENST00000569545.5	0.0003697609122557391	1217.015536640225	369.76091225573913
ENST00000539526.5	0.0003682052400956753	1211.8952626308217	368.2052400956753
ENST00000222792.11	0.00036726591581988204	1208.8036101610953	367.265915819882
ENST00000340857.4	0.00036641410627377214	1205.99999999703	366.4141062737721
ENST00000696617.1	0.0003658905970569541	1204.2769437481825	365.8905970569541
ENST00000318978.6	0.0003651988024387016	1201.99999999704	365.1988024387016
ENST00000264896.8	0.0003644112166094133	1199.4077730771255	364.4112166094133
ENST00000378609.9	0.0003633621034997124	1195.9547662506063	363.36210349971236
ENST00000534624.6	0.0003616713910197026	1190.3900262038264	361.6713910197026
ENST00000532636.5	0.0003616713910197026	1190.3900262038264	361.6713910197026
ENST00000319374.4	0.00036094523901595465	1187.9999999970744	360.94523901595466
ENST00000565184.6	0.00036020450616460186	1185.5619830009116	360.20450616460187
ENST00000304312.5	0.00035881845730458114	1180.9999999970917	358.81845730458116
ENST00000378482.7	0.0003585146313458135	1179.9999999970942	358.5146313458135
ENST00000440126.7	0.0003575341264217432	1176.772807271216	357.5341264217432
ENST00000688882.1	0.00035666043865368674	1173.8971880463212	356.66043865368675
ENST00000696618.1	0.0003566037221379364	1173.710513688474	356.6037221379364
